,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
415,"{'text': ""guys you know there's at least 35 names"", 'start': 0.0, 'duration': 3.959}","{'text': ""for sugar let's talk about some of them"", 'start': 2.04, 'duration': 3.0}","{'text': ""I learned a few here that I didn't"", 'start': 3.959, 'duration': 3.541}","{'text': 'realize these sugars can all lead to an', 'start': 5.04, 'duration': 4.08}","{'text': 'inflammatory Cascade which can', 'start': 7.5, 'duration': 3.42}","{'text': 'contribute to things like diabetes', 'start': 9.12, 'duration': 3.66}","{'text': ""autoimmune disease like Hashimoto's"", 'start': 10.92, 'duration': 3.599}","{'text': ""thyroiditis and even Alzheimer's disease"", 'start': 12.78, 'duration': 3.18}","{'text': 'check out the YouTube channel if you', 'start': 14.519, 'duration': 3.6}","{'text': 'want more in-depth information about my', 'start': 15.96, 'duration': 3.48}","{'text': ""thoughts on sugar all right guys we'll"", 'start': 18.119, 'duration': 3.621}","{'text': 'talk to you soon', 'start': 19.44, 'duration': 2.3}",,,,,,,,,,,,,,,,,,,,,,,,
416,"{'text': 'or how much fiber you have to eat on a', 'start': 0.0, 'duration': 3.54}","{'text': ""meat-based Elimination Diet I haven't"", 'start': 1.92, 'duration': 3.3}","{'text': 'had any significant fiber in my diet in', 'start': 3.54, 'duration': 3.42}","{'text': 'about seven years you do not need to eat', 'start': 5.22, 'duration': 4.2}","{'text': 'any fiber at all it is a non-essential', 'start': 6.96, 'duration': 5.639}","{'text': 'nutrient it is not essential for life it', 'start': 9.42, 'duration': 4.56}","{'text': 'may not even be essential for a good', 'start': 12.599, 'duration': 3.301}","{'text': 'Optimal Health fiber is something I', 'start': 13.98, 'duration': 4.559}","{'text': 'think is conditionally beneficial but', 'start': 15.9, 'duration': 4.02}","{'text': 'certainly not essential you want more', 'start': 18.539, 'duration': 2.881}","{'text': 'information on this check out the long', 'start': 19.92, 'duration': 5.119}","{'text': 'video back over on the YouTube channel', 'start': 21.42, 'duration': 3.619}",,,,,,,,,,,,,,,,,,,,,,,,
417,"{'text': 'people that are suffering from metabolic', 'start': 0.0, 'duration': 4.5}","{'text': 'dysfunction diabetes pre-diabetes', 'start': 2.159, 'duration': 4.261}","{'text': 'obesity are probably going to do well to', 'start': 4.5, 'duration': 3.84}","{'text': 'avoid most forms of sugar whether it be', 'start': 6.42, 'duration': 5.04}","{'text': 'natural or synthetic sugar my advice is', 'start': 8.34, 'duration': 4.2}","{'text': ""if you're trying to lose weight if"", 'start': 11.46, 'duration': 2.82}","{'text': ""you're trying to fix your metabolic"", 'start': 12.54, 'duration': 3.659}","{'text': ""Health you're doing to do best avoiding"", 'start': 14.28, 'duration': 5.419}","{'text': 'most if not all forms of sugar', 'start': 16.199, 'duration': 3.5}",,,,,,,,,,,,,,,,,,,,,,,,,,,
418,"{'text': ""doc Sean Baker here again let's give you"", 'start': 0.0, 'duration': 4.44}","{'text': 'some tips on how to shop for a low carb', 'start': 1.92, 'duration': 4.919}","{'text': 'meat based Elimination Diet well first', 'start': 4.44, 'duration': 4.38}","{'text': ""of all you're going to want to schedule"", 'start': 6.839, 'duration': 3.541}","{'text': ""a time to shop when you're not starving"", 'start': 8.82, 'duration': 3.54}","{'text': ""that's always a good strategy so make"", 'start': 10.38, 'duration': 3.48}","{'text': ""sure you're pretty well satisfied"", 'start': 12.36, 'duration': 2.819}","{'text': ""appetite-wise so you don't make these"", 'start': 13.86, 'duration': 3.419}","{'text': 'impulse buys and then just start out get', 'start': 15.179, 'duration': 5.821}","{'text': 'a foundation of healthy proteins include', 'start': 17.279, 'duration': 5.34}","{'text': 'enough fat in there and then if you are', 'start': 21.0, 'duration': 4.199}","{'text': 'able to do so choose some non-starchy', 'start': 22.619, 'duration': 4.381}","{'text': 'vegetables which again I said is clearly', 'start': 25.199, 'duration': 4.5}","{'text': 'optional avoid high carb sweetened and', 'start': 27.0, 'duration': 4.439}","{'text': 'Hyper processed food simple as can be', 'start': 29.699, 'duration': 5.181}","{'text': ""all right guys we'll talk to you soon"", 'start': 31.439, 'duration': 3.441}",,,,,,,,,,,,,,,,,,,,
419,"{'text': 'is it all about just eating less junk', 'start': 0.0, 'duration': 4.14}","{'text': 'food that will help you to rid yourself', 'start': 2.159, 'duration': 4.14}","{'text': 'of obesity there is some benefit from', 'start': 4.14, 'duration': 3.779}","{'text': 'doing that for sure but remember often', 'start': 6.299, 'duration': 4.021}","{'text': 'these foods are so toxic to our body', 'start': 7.919, 'duration': 4.26}","{'text': 'that they create damage and eating less', 'start': 10.32, 'duration': 4.56}","{'text': 'of that probably is going to still leave', 'start': 12.179, 'duration': 4.741}","{'text': 'you in a very sick and Flame and', 'start': 14.88, 'duration': 3.84}","{'text': 'problematic state where your health is', 'start': 16.92, 'duration': 3.42}","{'text': 'compromised as a better strategy would', 'start': 18.72, 'duration': 4.26}","{'text': 'be to eat more consider eating more of', 'start': 20.34, 'duration': 3.72}","{'text': 'foods that are going to provide you', 'start': 22.98, 'duration': 2.459}","{'text': 'health and in fact try to eliminate', 'start': 24.06, 'duration': 3.0}","{'text': 'completely these damaging Foods instead', 'start': 25.439, 'duration': 3.301}","{'text': 'of eating half a bag of potato chips to', 'start': 27.06, 'duration': 3.66}","{'text': 'stop eating potato chips and eat some', 'start': 28.74, 'duration': 3.659}","{'text': 'more eggs or eat some more steak that', 'start': 30.72, 'duration': 2.82}","{'text': ""will make the difference there so it's"", 'start': 32.399, 'duration': 2.761}","{'text': 'not just about eating less of the junk', 'start': 33.54, 'duration': 3.359}","{'text': ""food it's probably more about not"", 'start': 35.16, 'duration': 3.239}","{'text': 'moderating that stuff but eliminating', 'start': 36.899, 'duration': 3.18}","{'text': 'that stuff and replacing it with more', 'start': 38.399, 'duration': 4.16}","{'text': 'helpful Foods', 'start': 40.079, 'duration': 2.48}",,,,,,,,,,,,,
420,"{'text': 'what can you do when you go out to eat', 'start': 0.0, 'duration': 4.68}","{'text': 'on a meat-based low-carb diet well first', 'start': 2.34, 'duration': 3.84}","{'text': ""of all you're going to stay out of vegan"", 'start': 4.68, 'duration': 3.36}","{'text': ""restaurants that's one tip but but if if"", 'start': 6.18, 'duration': 3.6}","{'text': ""you don't do that you can find a lot of"", 'start': 8.04, 'duration': 3.3}","{'text': 'things that that fit with this so you', 'start': 9.78, 'duration': 2.819}","{'text': 'can get a burger without a bun you can', 'start': 11.34, 'duration': 2.4}","{'text': 'get different cuts of lamb you get', 'start': 12.599, 'duration': 3.481}","{'text': 'oxtail steaks and basically any and all', 'start': 13.74, 'duration': 4.619}","{'text': 'Cuts smoked grilled baked or seared', 'start': 16.08, 'duration': 5.52}","{'text': 'chicken pork duck goose bacon scramble', 'start': 18.359, 'duration': 6.121}","{'text': 'fried or hard boiled eggs scallop shrimp', 'start': 21.6, 'duration': 5.22}","{'text': 'Lobster dipped in butter oysters if you', 'start': 24.48, 'duration': 4.5}","{'text': 'like that thing Grilled Chicken shrimp', 'start': 26.82, 'duration': 4.379}","{'text': 'or fish bone marrow Carnitas and then', 'start': 28.98, 'duration': 3.96}","{'text': ""you know like I said if you're if you're"", 'start': 31.199, 'duration': 3.961}","{'text': ""doing the sort of low carbon you're"", 'start': 32.94, 'duration': 3.6}","{'text': 'including things like vegetables things', 'start': 35.16, 'duration': 3.419}","{'text': 'like asparagus broccoli grilled tomatoes', 'start': 36.54, 'duration': 4.08}","{'text': 'cauliflowers green beans or a side salad', 'start': 38.579, 'duration': 3.48}","{'text': 'let me know what you like to do when you', 'start': 40.62, 'duration': 3.8}","{'text': 'go out to eat', 'start': 42.059, 'duration': 2.361}",,,,,,,,,,,,,,
421,"{'text': ""the big elephant in the room that we're"", 'start': 0.0, 'duration': 5.04}","{'text': 'not talking about is Big Pharma this', 'start': 1.86, 'duration': 5.459}","{'text': ""diet isn't good for big Pharma really"", 'start': 5.04, 'duration': 4.44}","{'text': ""the plant-based diet as it's being"", 'start': 7.319, 'duration': 3.961}","{'text': 'pushed out you know are we seeing', 'start': 9.48, 'duration': 4.619}","{'text': 'advertisements for eat more blueberries', 'start': 11.28, 'duration': 5.22}","{'text': ""eat more lettuce no what you're seeing"", 'start': 14.099, 'duration': 4.801}","{'text': 'is impossible Burger beyond meat all', 'start': 16.5, 'duration': 4.02}","{'text': 'this is processed garbage and this is', 'start': 18.9, 'duration': 3.12}","{'text': 'what this is this is just another Avenue', 'start': 20.52, 'duration': 4.259}","{'text': ""we've got to get people to accept it so"", 'start': 22.02, 'duration': 4.14}","{'text': ""make them think it's good for the"", 'start': 24.779, 'duration': 2.941}","{'text': ""environment make it think it's good for"", 'start': 26.16, 'duration': 2.879}","{'text': ""their health even though it's total BS"", 'start': 27.72, 'duration': 2.52}","{'text': ""right we're just going to sell that"", 'start': 29.039, 'duration': 2.881}","{'text': ""message and then also you've got a"", 'start': 30.24, 'duration': 3.9}","{'text': 'government board to regulate it to sort', 'start': 31.92, 'duration': 3.6}","{'text': ""of incentivize this stuff and we're"", 'start': 34.14, 'duration': 3.36}","{'text': 'starting to see that New York City is a', 'start': 35.52, 'duration': 3.66}","{'text': 'perfect example in their Public School', 'start': 37.5, 'duration': 2.94}","{'text': 'System New York City is the biggest', 'start': 39.18, 'duration': 3.36}","{'text': 'public school system in America', 'start': 40.44, 'duration': 4.5}","{'text': 'meatless Mondays and vegan Fridays now', 'start': 42.54, 'duration': 4.859}","{'text': 'these poor kids that many of them come', 'start': 44.94, 'duration': 4.2}","{'text': 'from you know underserved and poor', 'start': 47.399, 'duration': 3.18}","{'text': ""populations that's where they get their"", 'start': 49.14, 'duration': 3.419}","{'text': ""nutrition from at school and now you're"", 'start': 50.579, 'duration': 3.66}","{'text': 'taking out the most nutrient dense part', 'start': 52.559, 'duration': 3.781}","{'text': 'and replacing it with some you know', 'start': 54.239, 'duration': 4.261}","{'text': 'human pet food this industrial sludge is', 'start': 56.34, 'duration': 5.239}","{'text': ""what they're producing"", 'start': 58.5, 'duration': 3.079}",,,,,
422,"{'text': 'so they kill every worm every Mouse', 'start': 0.0, 'duration': 5.46}","{'text': ""every rabbit everything is dead I'm for"", 'start': 2.1, 'duration': 5.46}","{'text': 'a diet that works for people and I think', 'start': 5.46, 'duration': 4.139}","{'text': 'meat is a part of that diet and I think', 'start': 7.56, 'duration': 3.959}","{'text': ""that's a that's a very important concept"", 'start': 9.599, 'duration': 4.281}","{'text': 'and I think people that ideologically', 'start': 11.519, 'duration': 5.041}","{'text': 'adhere to veganism for for whatever', 'start': 13.88, 'duration': 4.06}","{'text': ""reason you know and I'm not going to"", 'start': 16.56, 'duration': 3.299}","{'text': 'blame somebody for that but basically if', 'start': 17.94, 'duration': 4.08}","{'text': ""you think you're saving the animals"", 'start': 19.859, 'duration': 3.661}","{'text': ""you're not there are studies out of"", 'start': 22.02, 'duration': 3.54}","{'text': 'Australia showing that to get five', 'start': 23.52, 'duration': 4.32}","{'text': 'kilograms of wheat you kill 25 times', 'start': 25.56, 'duration': 4.02}","{'text': 'more animals and if you get five kilos', 'start': 27.84, 'duration': 3.48}","{'text': 'of meat and the assumption is well', 'start': 29.58, 'duration': 3.72}","{'text': ""that's all unintentional and I you know"", 'start': 31.32, 'duration': 3.899}","{'text': 'and I say well what is the name', 'start': 33.3, 'duration': 3.72}","{'text': 'pesticide mean to you when you break it', 'start': 35.219, 'duration': 3.541}","{'text': ""down it's something designed to kill"", 'start': 37.02, 'duration': 4.08}","{'text': ""pests that's not unintentional they do"", 'start': 38.76, 'duration': 3.72}","{'text': 'that with the very intention to kill', 'start': 41.1, 'duration': 3.36}","{'text': 'every single animal when they grow these', 'start': 42.48, 'duration': 3.599}","{'text': ""crops they don't want anything else to"", 'start': 44.46, 'duration': 3.3}","{'text': 'live there nothing else can live in that', 'start': 46.079, 'duration': 4.14}","{'text': ""environment it's a dead ecosystem except"", 'start': 47.76, 'duration': 6.38}","{'text': 'for that one specific crop', 'start': 50.219, 'duration': 3.921}",,,,,,,,,,
423,"{'text': 'okay folks what sort of beverages might', 'start': 0.0, 'duration': 4.08}","{'text': 'you consider on a meat-based carnivore', 'start': 2.1, 'duration': 3.48}","{'text': 'diet or an Elimination Diet well', 'start': 4.08, 'duration': 3.42}","{'text': 'certainly water is fine flat water', 'start': 5.58, 'duration': 4.08}","{'text': 'sparkling water unsweetened water some', 'start': 7.5, 'duration': 3.66}","{'text': 'people will do okay with coffees and', 'start': 9.66, 'duration': 3.12}","{'text': 'teas and certain electrolyte replacement', 'start': 11.16, 'duration': 4.019}","{'text': 'drinks without sugar artificial flavors', 'start': 12.78, 'duration': 5.339}","{'text': 'or colors so stay hydrated drink up guys', 'start': 15.179, 'duration': 4.741}","{'text': ""and make sure you're getting enough"", 'start': 18.119, 'duration': 4.221}","{'text': 'hydration', 'start': 19.92, 'duration': 2.42}",,,,,,,,,,,,,,,,,,,,,,,,,
424,"{'text': ""all right if you're clearing out your"", 'start': 0.0, 'duration': 3.54}","{'text': 'pantries to go on an Elimination Diet', 'start': 1.8, 'duration': 2.999}","{'text': ""you don't want that stuff tempting in"", 'start': 3.54, 'duration': 2.759}","{'text': 'your house what should you do with that', 'start': 4.799, 'duration': 3.12}","{'text': 'stuff well first of all you give it to', 'start': 6.299, 'duration': 4.26}","{'text': 'food pantries soup kitchens non-profit', 'start': 7.919, 'duration': 4.26}","{'text': 'organizations religious communities that', 'start': 10.559, 'duration': 3.421}","{'text': 'offer meals for those that need homeless', 'start': 12.179, 'duration': 3.601}","{'text': 'shelters neighbors friends roommates', 'start': 13.98, 'duration': 3.9}","{'text': 'door mates external family so on and so', 'start': 15.78, 'duration': 3.36}","{'text': 'forth or you can just put it in a', 'start': 17.88, 'duration': 3.18}","{'text': 'separate container and seal it away for', 'start': 19.14, 'duration': 3.78}","{'text': 'a later time this will give you a clean', 'start': 21.06, 'duration': 3.54}","{'text': ""slate so you won't be tempted you'll"", 'start': 22.92, 'duration': 3.359}","{'text': 'have a better experience when you go on', 'start': 24.6, 'duration': 3.12}","{'text': 'your animal base or meat-based', 'start': 26.279, 'duration': 3.92}","{'text': 'Elimination Diet', 'start': 27.72, 'duration': 2.479}",,,,,,,,,,,,,,,,,,,
